,Occupation text,Area text,Job characteristic code
8255,"Office and administrative support workers, all other",LA,24
8256,"Office and administrative support workers, all other",MA,5
8257,"Office and administrative support workers, all other",MD,19
8258,"Office and administrative support workers, all other",MI,11
8259,"Office and administrative support workers, all other",MN,12
8260,"Office and administrative support workers, all other",MO,19
8261,"Office and administrative support workers, all other",MS,8
8262,"Office and administrative support workers, all other",MT,5
8263,"Office and administrative support workers, all other",NC,75
8264,"Office and administrative support workers, all other",ND,12
8265,"Office and administrative support workers, all other",NE,7
8266,"Office and administrative support workers, all other",NJ,18
8267,"Office and administrative support workers, all other",NV,13
8268,"Office and administrative support workers, all other",NY,4
8269,"Office and administrative support workers, all other",OH,26
8270,"Office and administrative support workers, all other",OK,5
8271,"Office and administrative support workers, all other",OR,50
8272,"Office and administrative support workers, all other",PA,15
8273,"Office and administrative support workers, all other",SC,7
8274,"Office and administrative support workers, all other",TN,25
8275,"Office and administrative support workers, all other",TX,25
8276,"Office and administrative support workers, all other",UT,14
8277,"Office and administrative support workers, all other",VA,30
8278,"Office and administrative support workers, all other",WA,10
8279,"Office and administrative support workers, all other",WI,17
8280,"Office and administrative support workers, all other",WV,6
8281,"Office clerks, general",AK,47
8282,"Office clerks, general",AL,75
8283,"Office clerks, general",AR,147
8284,"Office clerks, general",AZ,109
8285,"Office clerks, general",CA,418
8286,"Office clerks, general",CO,157
8287,"Office clerks, general",CT,91
8288,"Office clerks, general",DC,7
8289,"Office clerks, general",DE,20
8290,"Office clerks, general",FL,354
8291,"Office clerks, general",GA,258
8292,"Office clerks, general",HI,61
8293,"Office clerks, general",IA,157
8294,"Office clerks, general",ID,135
8295,"Office clerks, general",IL,239
8296,"Office clerks, general",IN,283
8297,"Office clerks, general",KS,59
8298,"Office clerks, general",KY,76
8299,"Office clerks, general",LA,147
8300,"Office clerks, general",MA,62
8301,"Office clerks, general",MD,88
8302,"Office clerks, general",ME,38
8303,"Office clerks, general",MI,294
8304,"Office clerks, general",MN,109
8305,"Office clerks, general",MO,145
8306,"Office clerks, general",MS,51
8307,"Office clerks, general",MT,92
8308,"Office clerks, general",NC,299
8309,"Office clerks, general",ND,77
8310,"Office clerks, general",NE,73
8311,"Office clerks, general",NH,49
8312,"Office clerks, general",NJ,43
8313,"Office clerks, general",NM,80
8314,"Office clerks, general",NV,63
8315,"Office clerks, general",NY,227
8316,"Office clerks, general",OH,291
8317,"Office clerks, general",OK,111
8318,"Office clerks, general",OR,179
8319,"Office clerks, general",PA,271
8320,"Office clerks, general",RI,16
8321,"Office clerks, general",SC,182
8322,"Office clerks, general",SD,46
8323,"Office clerks, general",TN,105
8324,"Office clerks, general",TX,377
8325,"Office clerks, general",UT,105
8326,"Office clerks, general",VA,211
8327,"Office clerks, general",VT,27
8328,"Office clerks, general",WA,182
8329,"Office clerks, general",WI,321
8330,"Office clerks, general",WV,159
8331,"Office clerks, general",WY,65
8332,"Office machine operators, except computer",CA,6
8333,"Office machine operators, except computer",FL,2
8334,"Office machine operators, except computer",IN,3
8335,"Office machine operators, except computer",MA,2
8336,"Office machine operators, except computer",NC,2
8337,"Office machine operators, except computer",OH,6
8338,"Office machine operators, except computer",OR,2
8339,"Office machine operators, except computer",WI,9
8340,Operating engineers and other construction equipment operators,AK,16
8341,Operating engineers and other construction equipment operators,AL,21
8342,Operating engineers and other construction equipment operators,AR,36
8343,Operating engineers and other construction equipment operators,AZ,17
8344,Operating engineers and other construction equipment operators,CA,32
8345,Operating engineers and other construction equipment operators,CO,56
8346,Operating engineers and other construction equipment operators,CT,8
8347,Operating engineers and other construction equipment operators,DE,3
8348,Operating engineers and other construction equipment operators,FL,48
8349,Operating engineers and other construction equipment operators,GA,24
8350,Operating engineers and other construction equipment operators,HI,6
8351,Operating engineers and other construction equipment operators,IA,22
8352,Operating engineers and other construction equipment operators,ID,22
8353,Operating engineers and other construction equipment operators,IL,15
8354,Operating engineers and other construction equipment operators,IN,51
8355,Operating engineers and other construction equipment operators,KS,15
8356,Operating engineers and other construction equipment operators,KY,16
8357,Operating engineers and other construction equipment operators,LA,27
8358,Operating engineers and other construction equipment operators,MI,29
8359,Operating engineers and other construction equipment operators,MN,14
8360,Operating engineers and other construction equipment operators,MO,12
8361,Operating engineers and other construction equipment operators,MS,15
8362,Operating engineers and other construction equipment operators,MT,28
8363,Operating engineers and other construction equipment operators,NC,71
8364,Operating engineers and other construction equipment operators,ND,9
8365,Operating engineers and other construction equipment operators,NE,6
8366,Operating engineers and other construction equipment operators,NM,35
8367,Operating engineers and other construction equipment operators,NV,26
8368,Operating engineers and other construction equipment operators,NY,45
8369,Operating engineers and other construction equipment operators,OH,79
8370,Operating engineers and other construction equipment operators,OK,39
8371,Operating engineers and other construction equipment operators,OR,19
8372,Operating engineers and other construction equipment operators,PA,52
8373,Operating engineers and other construction equipment operators,SC,38
8374,Operating engineers and other construction equipment operators,SD,6
8375,Operating engineers and other construction equipment operators,TN,12
8376,Operating engineers and other construction equipment operators,TX,77
8377,Operating engineers and other construction equipment operators,UT,28
8378,Operating engineers and other construction equipment operators,VA,25
8379,Operating engineers and other construction equipment operators,WA,6
8380,Operating engineers and other construction equipment operators,WI,26
8381,Operating engineers and other construction equipment operators,WV,22
8382,Operating engineers and other construction equipment operators,WY,21
8383,Operations research analysts,AL,5
8384,Operations research analysts,AZ,4
8385,Operations research analysts,CA,3
8386,Operations research analysts,DE,3
8387,Operations research analysts,FL,9
8388,Operations research analysts,IA,2
8389,Operations research analysts,ID,6
8390,Operations research analysts,IN,6
8391,Operations research analysts,KS,2
8392,Operations research analysts,KY,6
8393,Operations research analysts,MA,3
8394,Operations research analysts,MN,8
8395,Operations research analysts,MO,6
8396,Operations research analysts,MS,5
8397,Operations research analysts,NC,3
8398,Operations research analysts,ND,2
8399,Operations research analysts,NE,4
8400,Operations research analysts,NJ,4
8401,Operations research analysts,NV,3
8402,Operations research analysts,NY,7
8403,Operations research analysts,OH,12
8404,Operations research analysts,PA,14
8405,Operations research analysts,SC,3
8406,Operations research analysts,TN,2
8407,Operations research analysts,UT,6
8408,Operations research analysts,VA,3
8409,Operations research analysts,WI,3
8410,Operations research analysts,WV,3
8411,Order clerks,AL,6
8412,Order clerks,CA,22
8413,Order clerks,CO,20
8414,Order clerks,CT,1
8415,Order clerks,FL,12
8416,Order clerks,GA,6
8417,Order clerks,HI,4
8418,Order clerks,IA,3
8419,Order clerks,ID,5
8420,Order clerks,IL,4
8421,Order clerks,IN,8
8422,Order clerks,KS,11
8423,Order clerks,KY,6
8424,Order clerks,MA,6
8425,Order clerks,MD,6
8426,Order clerks,MI,11
8427,Order clerks,MO,9
8428,Order clerks,MS,3
8429,Order clerks,NC,9
8430,Order clerks,NE,8
8431,Order clerks,NH,3
8432,Order clerks,NJ,3
8433,Order clerks,NM,7
8434,Order clerks,NV,19
8435,Order clerks,NY,14
8436,Order clerks,OH,33
8437,Order clerks,OR,8
8438,Order clerks,PA,19
8439,Order clerks,RI,3
8440,Order clerks,SC,3
8441,Order clerks,SD,3
8442,Order clerks,TN,12
8443,Order clerks,TX,2
8444,Order clerks,UT,13
8445,Order clerks,VA,9
8446,Order clerks,WA,5
8447,Order clerks,WI,11
8448,Order clerks,WV,3
8449,Orderlies,FL,2
8450,Orderlies,MO,2
8451,Orderlies,NC,4
8452,Orderlies,NY,2
8453,Orderlies,SC,4
8454,Orderlies,VA,2
8455,Outdoor power equipment and other small engine mechanics,FL,2
8456,Outdoor power equipment and other small engine mechanics,NC,3
8457,Outdoor power equipment and other small engine mechanics,SC,3
8458,Outdoor power equipment and other small engine mechanics,VA,2
8459,Packaging and filling machine operators and tenders,AL,4
8460,Packaging and filling machine operators and tenders,AR,8
8461,Packaging and filling machine operators and tenders,CA,18
8462,Packaging and filling machine operators and tenders,CO,6
8463,Packaging and filling machine operators and tenders,CT,2
8464,Packaging and filling machine operators and tenders,DE,3
8465,Packaging and filling machine operators and tenders,FL,33
8466,Packaging and filling machine operators and tenders,GA,6
8467,Packaging and filling machine operators and tenders,IA,18
8468,Packaging and filling machine operators and tenders,ID,4
8469,Packaging and filling machine operators and tenders,IL,6
8470,Packaging and filling machine operators and tenders,IN,26
8471,Packaging and filling machine operators and tenders,KS,30
8472,Packaging and filling machine operators and tenders,KY,9
8473,Packaging and filling machine operators and tenders,LA,8
8474,Packaging and filling machine operators and tenders,MA,2
8475,Packaging and filling machine operators and tenders,MD,6
8476,Packaging and filling machine operators and tenders,MI,15
8477,Packaging and filling machine operators and tenders,MN,11
8478,Packaging and filling machine operators and tenders,MO,27
8479,Packaging and filling machine operators and tenders,MS,8
8480,Packaging and filling machine operators and tenders,MT,3
8481,Packaging and filling machine operators and tenders,NC,27
8482,Packaging and filling machine operators and tenders,NE,20
8483,Packaging and filling machine operators and tenders,NJ,3
8484,Packaging and filling machine operators and tenders,NM,4
8485,Packaging and filling machine operators and tenders,NV,8
8486,Packaging and filling machine operators and tenders,NY,18
8487,Packaging and filling machine operators and tenders,OH,55
8488,Packaging and filling machine operators and tenders,OK,8
8489,Packaging and filling machine operators and tenders,OR,32
8490,Packaging and filling machine operators and tenders,PA,18
8491,Packaging and filling machine operators and tenders,RI,4
8492,Packaging and filling machine operators and tenders,SC,5
8493,Packaging and filling machine operators and tenders,SD,10
8494,Packaging and filling machine operators and tenders,TN,11
8495,Packaging and filling machine operators and tenders,TX,14
8496,Packaging and filling machine operators and tenders,UT,7
8497,Packaging and filling machine operators and tenders,VA,5
8498,Packaging and filling machine operators and tenders,WA,7
8499,Packaging and filling machine operators and tenders,WI,58
8500,Packaging and filling machine operators and tenders,WV,5
8501,Packaging and filling machine operators and tenders,WY,4
8502,"Packers and packagers, hand",AL,27
8503,"Packers and packagers, hand",AR,16
8504,"Packers and packagers, hand",AZ,10
8505,"Packers and packagers, hand",CA,82
8506,"Packers and packagers, hand",CO,14
8507,"Packers and packagers, hand",CT,27
8508,"Packers and packagers, hand",DE,6
8509,"Packers and packagers, hand",FL,43
8510,"Packers and packagers, hand",GA,32
8511,"Packers and packagers, hand",HI,13
8512,"Packers and packagers, hand",IA,9
8513,"Packers and packagers, hand",ID,13
8514,"Packers and packagers, hand",IL,29
8515,"Packers and packagers, hand",IN,50
8516,"Packers and packagers, hand",KS,25
8517,"Packers and packagers, hand",KY,19
8518,"Packers and packagers, hand",LA,8
8519,"Packers and packagers, hand",MA,26
8520,"Packers and packagers, hand",MD,14
8521,"Packers and packagers, hand",ME,6
8522,"Packers and packagers, hand",MI,24
8523,"Packers and packagers, hand",MN,2
8524,"Packers and packagers, hand",MO,24
8525,"Packers and packagers, hand",MS,18
8526,"Packers and packagers, hand",MT,8
8527,"Packers and packagers, hand",NC,58
8528,"Packers and packagers, hand",NE,15
8529,"Packers and packagers, hand",NH,8
8530,"Packers and packagers, hand",NJ,7
8531,"Packers and packagers, hand",NM,8
8532,"Packers and packagers, hand",NV,22
8533,"Packers and packagers, hand",NY,34
8534,"Packers and packagers, hand",OH,96
8535,"Packers and packagers, hand",OK,23
8536,"Packers and packagers, hand",OR,19
8537,"Packers and packagers, hand",PA,49
8538,"Packers and packagers, hand",RI,16
8539,"Packers and packagers, hand",SC,16
8540,"Packers and packagers, hand",SD,8
8541,"Packers and packagers, hand",TN,42
8542,"Packers and packagers, hand",TX,33
8543,"Packers and packagers, hand",UT,18
8544,"Packers and packagers, hand",VA,27
8545,"Packers and packagers, hand",VT,3
8546,"Packers and packagers, hand",WA,11
8547,"Packers and packagers, hand",WI,71
8548,"Packers and packagers, hand",WV,7
8549,"Packers and packagers, hand",WY,5
8550,"Painters, construction and maintenance",AK,3
8551,"Painters, construction and maintenance",AL,10
8552,"Painters, construction and maintenance",CA,16
8553,"Painters, construction and maintenance",CO,6
8554,"Painters, construction and maintenance",DE,2
8555,"Painters, construction and maintenance",FL,29
8556,"Painters, construction and maintenance",GA,3
8557,"Painters, construction and maintenance",HI,7
8558,"Painters, construction and maintenance",IA,4
8559,"Painters, construction and maintenance",IN,6
8560,"Painters, construction and maintenance",KS,7
8561,"Painters, construction and maintenance",KY,8
8562,"Painters, construction and maintenance",MI,6
8563,"Painters, construction and maintenance",MO,9
8564,"Painters, construction and maintenance",MS,10
8565,"Painters, construction and maintenance",MT,3
8566,"Painters, construction and maintenance",NC,12
8567,"Painters, construction and maintenance",ND,4
8568,"Painters, construction and maintenance",NE,6
8569,"Painters, construction and maintenance",NM,3
8570,"Painters, construction and maintenance",NV,6
8571,"Painters, construction and maintenance",NY,8
8572,"Painters, construction and maintenance",OH,9
8573,"Painters, construction and maintenance",OR,6
8574,"Painters, construction and maintenance",PA,2
8575,"Painters, construction and maintenance",SC,5
8576,"Painters, construction and maintenance",SD,4
8577,"Painters, construction and maintenance",TN,12
8578,"Painters, construction and maintenance",UT,6
8579,"Painters, construction and maintenance",VA,16
8580,"Painters, construction and maintenance",WI,6
8581,"Painters, construction and maintenance",WV,3
8582,"Painters, construction and maintenance",WY,3
8583,"Painting, coating, and decorating workers",NC,3
8584,"Painting, coating, and decorating workers",OH,3
8585,"Paper goods machine setters, operators, and tenders",AL,6
8586,"Paper goods machine setters, operators, and tenders",FL,4
8587,"Paper goods machine setters, operators, and tenders",GA,2
8588,"Paper goods machine setters, operators, and tenders",IN,5
8589,"Paper goods machine setters, operators, and tenders",MI,3
8590,"Paper goods machine setters, operators, and tenders",NC,6
8591,"Paper goods machine setters, operators, and tenders",OH,5
8592,"Paper goods machine setters, operators, and tenders",SC,5
8593,"Paper goods machine setters, operators, and tenders",TN,5
8594,"Paper goods machine setters, operators, and tenders",VA,6
8595,"Paper goods machine setters, operators, and tenders",WI,3
8596,Paralegals and legal assistants,AK,2
8597,Paralegals and legal assistants,AL,7
8598,Paralegals and legal assistants,AR,6
8599,Paralegals and legal assistants,AZ,9
8600,Paralegals and legal assistants,CA,14
8601,Paralegals and legal assistants,CO,4
8602,Paralegals and legal assistants,CT,11
8603,Paralegals and legal assistants,DE,3
8604,Paralegals and legal assistants,FL,24
8605,Paralegals and legal assistants,HI,4
8606,Paralegals and legal assistants,ID,4
8607,Paralegals and legal assistants,IL,8
8608,Paralegals and legal assistants,IN,6
8609,Paralegals and legal assistants,KY,6
8610,Paralegals and legal assistants,LA,9
8611,Paralegals and legal assistants,MD,2
8612,Paralegals and legal assistants,MI,3
8613,Paralegals and legal assistants,MS,6
8614,Paralegals and legal assistants,MT,3
8615,Paralegals and legal assistants,NC,18
8616,Paralegals and legal assistants,NJ,2
8617,Paralegals and legal assistants,NM,6
8618,Paralegals and legal assistants,NV,4
8619,Paralegals and legal assistants,NY,10
8620,Paralegals and legal assistants,OH,21
8621,Paralegals and legal assistants,OK,9
8622,Paralegals and legal assistants,OR,4
8623,Paralegals and legal assistants,PA,3
8624,Paralegals and legal assistants,SC,16
8625,Paralegals and legal assistants,TN,16
8626,Paralegals and legal assistants,TX,17
8627,Paralegals and legal assistants,UT,6
8628,Paralegals and legal assistants,VA,10
8629,Paralegals and legal assistants,WA,3
8630,Paralegals and legal assistants,WI,9
8631,Paralegals and legal assistants,WV,3
8632,Paralegals and legal assistants,WY,3
8633,Parking attendants,CA,7
8634,Parking attendants,FL,2
8635,Parking attendants,HI,8
8636,Parking attendants,IL,6
8637,Parking attendants,IN,1
8638,Parking attendants,MD,2
8639,Parking attendants,NC,8
8640,Parking attendants,NY,2
8641,Parking attendants,OH,6
8642,Parking attendants,OR,16
8643,Parking attendants,SC,3
8644,Parking attendants,VA,2
8645,Parking attendants,WA,2
8646,Parking attendants,WI,1
8647,Parts salespersons,AK,4
8648,Parts salespersons,AL,15
8649,Parts salespersons,AR,20
8650,Parts salespersons,AZ,4
8651,Parts salespersons,CA,36
8652,Parts salespersons,CO,20
8653,Parts salespersons,DE,3
8654,Parts salespersons,FL,32
8655,Parts salespersons,GA,16
8656,Parts salespersons,HI,4
8657,Parts salespersons,IA,17
8658,Parts salespersons,ID,7
8659,Parts salespersons,IL,5
8660,Parts salespersons,IN,36
8661,Parts salespersons,KS,17
8662,Parts salespersons,KY,16
8663,Parts salespersons,LA,14
8664,Parts salespersons,MA,1
8665,Parts salespersons,MD,10
8666,Parts salespersons,ME,2
8667,Parts salespersons,MI,15
8668,Parts salespersons,MN,15
8669,Parts salespersons,MO,13
8670,Parts salespersons,MS,7
8671,Parts salespersons,MT,2
8672,Parts salespersons,NC,24
8673,Parts salespersons,ND,8
8674,Parts salespersons,NE,8
8675,Parts salespersons,NM,8
8676,Parts salespersons,NV,8
8677,Parts salespersons,NY,12
8678,Parts salespersons,OH,63
8679,Parts salespersons,OK,15
8680,Parts salespersons,OR,12
8681,Parts salespersons,PA,12
8682,Parts salespersons,SC,22
8683,Parts salespersons,SD,8
8684,Parts salespersons,TN,24
8685,Parts salespersons,TX,27
8686,Parts salespersons,UT,8
8687,Parts salespersons,VA,19
8688,Parts salespersons,VT,1
8689,Parts salespersons,WA,12
8690,Parts salespersons,WI,22
8691,Parts salespersons,WV,7
8692,Parts salespersons,WY,5
8693,"Passenger vehicle drivers, except bus drivers, transit and intercity",AK,14
8694,"Passenger vehicle drivers, except bus drivers, transit and intercity",AL,21
8695,"Passenger vehicle drivers, except bus drivers, transit and intercity",AR,63
8696,"Passenger vehicle drivers, except bus drivers, transit and intercity",AZ,8
8697,"Passenger vehicle drivers, except bus drivers, transit and intercity",CA,40
8698,"Passenger vehicle drivers, except bus drivers, transit and intercity",CO,20
8699,"Passenger vehicle drivers, except bus drivers, transit and intercity",CT,14
8700,"Passenger vehicle drivers, except bus drivers, transit and intercity",DC,8
8701,"Passenger vehicle drivers, except bus drivers, transit and intercity",DE,4
8702,"Passenger vehicle drivers, except bus drivers, transit and intercity",FL,55
8703,"Passenger vehicle drivers, except bus drivers, transit and intercity",GA,3
8704,"Passenger vehicle drivers, except bus drivers, transit and intercity",HI,18
8705,"Passenger vehicle drivers, except bus drivers, transit and intercity",IA,17
8706,"Passenger vehicle drivers, except bus drivers, transit and intercity",ID,3
8707,"Passenger vehicle drivers, except bus drivers, transit and intercity",IL,28
8708,"Passenger vehicle drivers, except bus drivers, transit and intercity",IN,28
8709,"Passenger vehicle drivers, except bus drivers, transit and intercity",KS,25
8710,"Passenger vehicle drivers, except bus drivers, transit and intercity",KY,25
8711,"Passenger vehicle drivers, except bus drivers, transit and intercity",LA,35
8712,"Passenger vehicle drivers, except bus drivers, transit and intercity",MA,8
8713,"Passenger vehicle drivers, except bus drivers, transit and intercity",MD,24
8714,"Passenger vehicle drivers, except bus drivers, transit and intercity",MI,29
8715,"Passenger vehicle drivers, except bus drivers, transit and intercity",MN,13
8716,"Passenger vehicle drivers, except bus drivers, transit and intercity",MO,25
8717,"Passenger vehicle drivers, except bus drivers, transit and intercity",MS,35
8718,"Passenger vehicle drivers, except bus drivers, transit and intercity",MT,10
8719,"Passenger vehicle drivers, except bus drivers, transit and intercity",NC,102
8720,"Passenger vehicle drivers, except bus drivers, transit and intercity",ND,6
8721,"Passenger vehicle drivers, except bus drivers, transit and intercity",NE,11
8722,"Passenger vehicle drivers, except bus drivers, transit and intercity",NH,4
8723,"Passenger vehicle drivers, except bus drivers, transit and intercity",NJ,13
8724,"Passenger vehicle drivers, except bus drivers, transit and intercity",NM,11
8725,"Passenger vehicle drivers, except bus drivers, transit and intercity",NV,5
8726,"Passenger vehicle drivers, except bus drivers, transit and intercity",NY,43
8727,"Passenger vehicle drivers, except bus drivers, transit and intercity",OH,67
8728,"Passenger vehicle drivers, except bus drivers, transit and intercity",OK,45
8729,"Passenger vehicle drivers, except bus drivers, transit and intercity",OR,25
8730,"Passenger vehicle drivers, except bus drivers, transit and intercity",PA,21
8731,"Passenger vehicle drivers, except bus drivers, transit and intercity",RI,6
8732,"Passenger vehicle drivers, except bus drivers, transit and intercity",SC,30
8733,"Passenger vehicle drivers, except bus drivers, transit and intercity",SD,15
8734,"Passenger vehicle drivers, except bus drivers, transit and intercity",TN,30
8735,"Passenger vehicle drivers, except bus drivers, transit and intercity",TX,99
8736,"Passenger vehicle drivers, except bus drivers, transit and intercity",UT,8
8737,"Passenger vehicle drivers, except bus drivers, transit and intercity",VA,46
8738,"Passenger vehicle drivers, except bus drivers, transit and intercity",WA,33
8739,"Passenger vehicle drivers, except bus drivers, transit and intercity",WI,39
8740,"Passenger vehicle drivers, except bus drivers, transit and intercity",WV,35
8741,"Passenger vehicle drivers, except bus drivers, transit and intercity",WY,10
8742,"Paving, surfacing, and tamping equipment operators",AR,3
8743,"Paving, surfacing, and tamping equipment operators",IN,2
8744,"Paving, surfacing, and tamping equipment operators",MI,1
8745,"Paving, surfacing, and tamping equipment operators",NC,3
8746,"Paving, surfacing, and tamping equipment operators",SC,3
8747,"Paving, surfacing, and tamping equipment operators",WI,5
8748,Payroll and timekeeping clerks,AK,9
8749,Payroll and timekeeping clerks,AL,21
8750,Payroll and timekeeping clerks,AR,34
8751,Payroll and timekeeping clerks,AZ,6
8752,Payroll and timekeeping clerks,CA,59
8753,Payroll and timekeeping clerks,CO,12
8754,Payroll and timekeeping clerks,CT,9
8755,Payroll and timekeeping clerks,DC,3
8756,Payroll and timekeeping clerks,FL,57
8757,Payroll and timekeeping clerks,GA,25
8758,Payroll and timekeeping clerks,HI,6
8759,Payroll and timekeeping clerks,IA,17
8760,Payroll and timekeeping clerks,ID,6
8761,Payroll and timekeeping clerks,IL,27
8762,Payroll and timekeeping clerks,IN,57
8763,Payroll and timekeeping clerks,KS,12
8764,Payroll and timekeeping clerks,KY,26
8765,Payroll and timekeeping clerks,LA,31
8766,Payroll and timekeeping clerks,MA,6
8767,Payroll and timekeeping clerks,MD,10
8768,Payroll and timekeeping clerks,MI,43
8769,Payroll and timekeeping clerks,MN,6
8770,Payroll and timekeeping clerks,MO,15
8771,Payroll and timekeeping clerks,MS,22
8772,Payroll and timekeeping clerks,MT,8
8773,Payroll and timekeeping clerks,NC,66
8774,Payroll and timekeeping clerks,ND,6
8775,Payroll and timekeeping clerks,NE,15
8776,Payroll and timekeeping clerks,NH,3
8777,Payroll and timekeeping clerks,NJ,6
8778,Payroll and timekeeping clerks,NM,8
8779,Payroll and timekeeping clerks,NV,6
8780,Payroll and timekeeping clerks,NY,69
8781,Payroll and timekeeping clerks,OH,79
8782,Payroll and timekeeping clerks,OK,32
8783,Payroll and timekeeping clerks,OR,21
8784,Payroll and timekeeping clerks,PA,65
8785,Payroll and timekeeping clerks,RI,3
8786,Payroll and timekeeping clerks,SC,24
8787,Payroll and timekeeping clerks,SD,9
8788,Payroll and timekeeping clerks,TN,28
8789,Payroll and timekeeping clerks,TX,98
8790,Payroll and timekeeping clerks,UT,8
8791,Payroll and timekeeping clerks,VA,32
8792,Payroll and timekeeping clerks,WA,16
8793,Payroll and timekeeping clerks,WI,54
8794,Payroll and timekeeping clerks,WV,18
8795,Payroll and timekeeping clerks,WY,2
8796,Personal care and service occupations,AK,54
8797,Personal care and service occupations,AL,231
8798,Personal care and service occupations,AR,140
8799,Personal care and service occupations,AZ,145
8800,Personal care and service occupations,CA,370
8801,Personal care and service occupations,CO,238
8802,Personal care and service occupations,CT,92
8803,Personal care and service occupations,DC,7
8804,Personal care and service occupations,DE,22
8805,Personal care and service occupations,FL,459
8806,Personal care and service occupations,GA,292
8807,Personal care and service occupations,HI,56
8808,Personal care and service occupations,IA,204
8809,Personal care and service occupations,ID,163
8810,Personal care and service occupations,IL,257
8811,Personal care and service occupations,IN,276
8812,Personal care and service occupations,KS,114
8813,Personal care and service occupations,KY,162
8814,Personal care and service occupations,LA,181
8815,Personal care and service occupations,MA,52
8816,Personal care and service occupations,MD,105
8817,Personal care and service occupations,ME,22
8818,Personal care and service occupations,MI,288
8819,Personal care and service occupations,MN,134
8820,Personal care and service occupations,MO,199
8821,Personal care and service occupations,MS,124
8822,Personal care and service occupations,MT,130
8823,Personal care and service occupations,NC,439
8824,Personal care and service occupations,ND,98
8825,Personal care and service occupations,NE,113
8826,Personal care and service occupations,NH,49
8827,Personal care and service occupations,NJ,62
8828,Personal care and service occupations,NM,134
8829,Personal care and service occupations,NV,75
8830,Personal care and service occupations,NY,226
8831,Personal care and service occupations,OH,307
8832,Personal care and service occupations,OK,111
8833,Personal care and service occupations,OR,166
8834,Personal care and service occupations,PA,276
8835,Personal care and service occupations,RI,20
8836,Personal care and service occupations,SC,262
8837,Personal care and service occupations,SD,78
8838,Personal care and service occupations,TN,232
8839,Personal care and service occupations,TX,418
8840,Personal care and service occupations,UT,141
8841,Personal care and service occupations,VA,286
8842,Personal care and service occupations,VT,14
8843,Personal care and service occupations,WA,156
8844,Personal care and service occupations,WI,325
8845,Personal care and service occupations,WV,209
8846,Personal care and service occupations,WY,89
8847,Personal financial advisors,AZ,6
8848,Personal financial advisors,CA,3
8849,Personal financial advisors,CO,2
8850,Personal financial advisors,CT,1
8851,Personal financial advisors,FL,16
8852,Personal financial advisors,HI,2
8853,Personal financial advisors,IA,2
8854,Personal financial advisors,IL,4
8855,Personal financial advisors,IN,4
8856,Personal financial advisors,KS,1
8857,Personal financial advisors,KY,4
8858,Personal financial advisors,MD,6
8859,Personal financial advisors,MO,3
8860,Personal financial advisors,MS,2
8861,Personal financial advisors,NC,9
8862,Personal financial advisors,NH,2
8863,Personal financial advisors,NJ,1
8864,Personal financial advisors,NM,2
8865,Personal financial advisors,NV,3
8866,Personal financial advisors,NY,11
8867,Personal financial advisors,OH,9
8868,Personal financial advisors,OR,4
8869,Personal financial advisors,PA,2
8870,Personal financial advisors,RI,6
8871,Personal financial advisors,SC,5
8872,Personal financial advisors,TN,2
8873,Personal financial advisors,TX,7
8874,Personal financial advisors,UT,1
8875,Personal financial advisors,VA,3
8876,Personal financial advisors,WA,2
8877,Personal financial advisors,WI,4
8878,Personal financial advisors,WV,3
8879,Personal financial advisors,WY,2
8880,"Personal service managers, entertainment managers, except gambling; and managers, all other",AK,15
8881,"Personal service managers, entertainment managers, except gambling; and managers, all other",AL,12
8882,"Personal service managers, entertainment managers, except gambling; and managers, all other",AR,52
8883,"Personal service managers, entertainment managers, except gambling; and managers, all other",AZ,14
8884,"Personal service managers, entertainment managers, except gambling; and managers, all other",CA,101
8885,"Personal service managers, entertainment managers, except gambling; and managers, all other",CO,40
8886,"Personal service managers, entertainment managers, except gambling; and managers, all other",CT,22
8887,"Personal service managers, entertainment managers, except gambling; and managers, all other",DC,5
8888,"Personal service managers, entertainment managers, except gambling; and managers, all other",DE,2
8889,"Personal service managers, entertainment managers, except gambling; and managers, all other",FL,83
8890,"Personal service managers, entertainment managers, except gambling; and managers, all other",GA,34
8891,"Personal service managers, entertainment managers, except gambling; and managers, all other",HI,6
8892,"Personal service managers, entertainment managers, except gambling; and managers, all other",IA,46
8893,"Personal service managers, entertainment managers, except gambling; and managers, all other",ID,10
8894,"Personal service managers, entertainment managers, except gambling; and managers, all other",IL,24
8895,"Personal service managers, entertainment managers, except gambling; and managers, all other",IN,44
8896,"Personal service managers, entertainment managers, except gambling; and managers, all other",KS,20
8897,"Personal service managers, entertainment managers, except gambling; and managers, all other",KY,27
8898,"Personal service managers, entertainment managers, except gambling; and managers, all other",LA,59
8899,"Personal service managers, entertainment managers, except gambling; and managers, all other",MA,12
8900,"Personal service managers, entertainment managers, except gambling; and managers, all other",MD,22
8901,"Personal service managers, entertainment managers, except gambling; and managers, all other",MI,37
8902,"Personal service managers, entertainment managers, except gambling; and managers, all other",MN,40
8903,"Personal service managers, entertainment managers, except gambling; and managers, all other",MO,17
8904,"Personal service managers, entertainment managers, except gambling; and managers, all other",MS,20
8905,"Personal service managers, entertainment managers, except gambling; and managers, all other",MT,16
8906,"Personal service managers, entertainment managers, except gambling; and managers, all other",NC,58
8907,"Personal service managers, entertainment managers, except gambling; and managers, all other",ND,21
8908,"Personal service managers, entertainment managers, except gambling; and managers, all other",NE,20
