Title,Agency,Department,SalaryDisplay,DocumentID,PositionID,Location,DateDisplay,WorkSchedule,WorkType,ClockDisplay,ShowMapIcon,LocationLatitude,LocationLongitude,HiringPath,LowGrade,HighGrade,JobGrade,LocationName,PositionLocationCount,PositionURI,Relocation,MinimumRange,PositionEndDate,SubAgency
"Management and Program Analyst, GS-0343-12",U.S. Coast Guard,Department of Homeland Security,"Starting at $87,198 (GS 12)",620162300,21-2033-HQ-NQ-M-R1,"Washington, District of Columbia",Open 11/02/2021 to 11/23/2021,This is a full-time position.,This is a permanent appointment.,job-closing-in-7,True,38.8904,-77.032,"[{'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",12,12,GS,"Washington, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620162300,False,87198.0,2021-11-23T23:59:59.9970,
PROGRAM ANALYST (TEMPORARY PROMOTION NTE 1 YEAR)),Citizenship and Immigration Services,Department of Homeland Security,"Starting at $93,907 (GS 14)",620379800,SCO-2022-0001,Multiple Locations,Open 11/08/2021 to 11/19/2021,Full-time,Temporary Promotion/Detail NTE 1 year,job-closing-in-2,False,,,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}]",14,14,GS,"Camp Springs, Maryland",21,https://www.usajobs.gov:443/GetJob/ViewDetails/620379800,False,93907.0,2021-11-19T23:59:59.9970,Service Center Operations Directorate
Energy Industry Analyst (IT),Federal Energy Regulatory Commission,Department of Energy,"Starting at $60,129 (GS 09-11)",622114200,FERC-DE-2022-0009,"Washington, District of Columbia",Open 11/15/2021 to 11/29/2021,Full-Time,Permanent,,True,38.8904,-77.032,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",09,11,GS,"Washington, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622114200,False,60129.0,2021-11-29T23:59:59.9970,
Program Analyst,Selective Service System,Other Agencies and Independent Organizations,"Starting at $64,649 (GS 11)",621772100,ST-11288644-22-DMW,"Marietta, Georgia",Open 11/10/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,33.9531937,-84.54588,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'overseas', 'Tooltip': 'Jobs open to family members of a federal employee or uniformed service member who is or was, working overseas.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",11,11,GS,"Marietta, Georgia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621772100,False,64649.0,2021-11-22T23:59:59.9970,Region II
PROCUREMENT ANALYST,Air Force Materiel Command,Department of the Air Force,"Starting at $92,143 (GS 13)",621511700,8L-Hill-11292479-434299-JEJ,"Hill AFB, Utah",Open 11/10/2021 to 11/24/2021,Multiple Schedules,Permanent,job-closing-in-7,True,41.1251,-111.9896,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'overseas', 'Tooltip': 'Jobs open to family members of a federal employee or uniformed service member who is or was, working overseas.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Hill AFB, Utah",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621511700,True,92143.0,2021-11-24T23:59:59.9970,"OGDEN ALC, and may be used to fill other position on Hill AFB"
IMMIGRATION ANALYST (FRAUD DETECTION AND NATIONAL SECURITY),Citizenship and Immigration Services,Department of Homeland Security,"Starting at $40,271 (GS 05-09)",622104800,FDSLOSCA-2022-0001,"Los Angeles, California",Open 11/15/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,34.0535,-118.245,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",05,09,GS,"Los Angeles, California",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622104800,False,40271.0,2021-11-19T23:59:59.9970,FDNS Los Angeles CA
Management & Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Starting at $65,614 (GS 11)",621616400,CBSW-11279301-22-MA,"Las Vegas, Nevada",Open 11/10/2021 to 11/16/2021,Full-time,Permanent,,True,36.1719,-115.14,"[{'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}]",11,11,GS,"Las Vegas, Nevada",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621616400,False,65614.0,2021-11-16T23:59:59.9970,
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Starting at $53,433 (GS 9)",619994900,CBZY-11278058-22-AW,"Smyrna, Tennessee",Open 11/02/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,35.9747,-86.5121,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",9,9,GS,"Smyrna, Tennessee",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619994900,False,53433.0,2021-11-22T23:59:59.9970,
Lead Operation Research Analyst,U.S. Army Communications Electronics Command,Department of the Army,"Starting at $87,198 (NH 3)",619177200,NEAD211429107882R,"Aberdeen Proving Ground, Maryland",Open 10/27/2021 to 11/29/2021,Full-time,Permanent,,True,39.5021,-76.1649,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",3,3,NH,"Aberdeen Proving Ground, Maryland",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619177200,False,87198.0,2021-11-29T23:59:59.9970,"HQ, CECOM DCS for Resource Management, G8"
Budget Analyst,Veterans Health Administration,Department of Veterans Affairs,"Starting at $44,900 (GS 7-12)",622083200,CBSR-11290680-22-JPB,"Dayton, Ohio",Open 11/15/2021 to 12/06/2021,Full-time,Permanent,,True,39.7591,-84.1944,"[{'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}]",7,12,GS,"Dayton, Ohio",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622083200,True,44900.0,2021-12-06T23:59:59.9970,
Budget Analyst,Veterans Health Administration,Department of Veterans Affairs,"Starting at $46,531 (GS 7-9)",619323600,CBTC-11252167-22-TKL,"West Palm Beach, Florida",Open 10/28/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,26.7143879,-80.05269,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",7,9,GS,"West Palm Beach, Florida",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619323600,False,46531.0,2021-11-19T23:59:59.9970,"VISN 8, VA Sunshine Healthcare Network, West Palm Beach VA Medical Center"
Management & Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Starting at $65,346 (GS 11)",618891600,CBSZ-11277074-22-KK,"Lebanon, Pennsylvania",Open 10/27/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,40.3301964,-76.4259338,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",11,11,GS,"Lebanon, Pennsylvania",1,https://www.usajobs.gov:443/GetJob/ViewDetails/618891600,False,65346.0,2021-11-17T23:59:59.9970,
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Starting at $77,488 (GS 12)",621489100,CBST-11291474-22-DS,"Shreveport, Louisiana",Open 11/10/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,32.5146141,-93.74728,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",12,12,GS,"Shreveport, Louisiana",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621489100,False,77488.0,2021-11-19T23:59:59.9970,
Budget Analyst,Office of Personnel Management,Other Agencies and Independent Organizations,"Starting at $122,530 (GS 14)",621690100,22-041-RMM-OPM,"Washington, District of Columbia",Open 11/12/2021 to 11/26/2021,Full-time,Permanent,,True,38.8904,-77.032,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",14,14,GS,"Washington, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621690100,False,122530.0,2021-11-26T23:59:59.9970,Human Capital Data Management and Modernization
Medical Records Administrator (Assistant Chief (ACHIM)),Veterans Health Administration,Department of Veterans Affairs,"Starting at $89,096 (GS 12)",621292900,CBST-11287304-22-HYC,"Houston, Texas",Open 11/09/2021 to 11/30/2021,Full-time,Permanent,,True,29.76045,-95.36978,"[{'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}]",12,12,GS,"Houston, Texas",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621292900,True,89096.0,2021-11-30T23:59:59.9970,Michael E. DeBakey VA Medical Center
FINANCIAL ANALYST,Defense Commissary Agency,Department of Defense,"Starting at $80,161 (GS 12)",622008000,DECA-22-11271805-MP,"Fort Lee, Virginia",Open 11/12/2021 to 11/29/2021,Full-time,Permanent,,True,37.2517052,-77.33659,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",12,12,GS,"Fort Lee, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622008000,False,80161.0,2021-11-29T23:59:59.9970,
PROGRAM ANALYST,"Agriculture, Office of the Chief Financial Officer",Department of Agriculture,"Starting at $43,683 (GS 7-11)",611263100,OCFO-11186335-21-MP-JW,"New Orleans, Louisiana",Open 08/17/2021 to 08/16/2022,Full-time,Permanent,,True,29.95369,-90.07771,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",7,11,GS,"New Orleans, Louisiana",1,https://www.usajobs.gov:443/GetJob/ViewDetails/611263100,False,43683.0,2022-08-16T23:59:59.9970,
